episodes	DQV	Hard-DQV
1471	16.96216269002082	13.25942863975512
1472	17.109598366527184	12.776525370058714
1473	17.148054334541246	12.522203312972586
1474	17.104361687760584	12.58708961408543
1475	17.031249566342858	12.955828863961461
1476	16.985335674918034	13.521058912364701
1477	17.00549023344355	14.129399581907027
1478	17.10100651083104	14.636636791134709
1479	17.25341684197072	14.947147346561337
1480	17.43024428291432	15.030220148693243
1481	17.599764392550874	14.916429140979316
1482	17.739088754653405	14.679451100411544
1483	17.8345200578239	14.41231466623317
1484	17.878234063265197	14.204490256062002
1485	17.86686383501045	14.122246647839162
1486	17.802820783734205	14.194725219612238
1487	17.694905539425672	14.40677192715178
1488	17.558519242302378	14.697032253360957
1489	17.413596590005426	14.973424405903206
1490	17.280655736984176	15.14157397152463
1491	17.178652046443453	
1492	17.121026809836273	
1493	17.115590297640725	
1494	17.165060759905415	
1495	17.266338196623508	
1496	17.40788077834922	
1497	17.565941546309364	
1498	17.704915577801557	
1499	17.78695124769068	
